num_ordre;ref_matiere;quantite_prevue;quantite_utilisee;unite
OF-2025-1538;CAR-001;3.3;2.3;m2
OF-2025-1538;VIS-001;113.9;81.0;piece
OF-2025-1538;FIL-001;3.5;2.5;bobine
OF-2025-1539;BOIS-001;1.8;1.8;m3
OF-2025-1539;RES-001;7.1;7.1;L
OF-2025-1539;VIS-001;147.9;147.9;piece
OF-2025-1539;PEI-001;11.8;11.8;L
OF-2024-1540;BOIS-002;4.6;4.6;m2
OF-2024-1540;RES-001;7.7;7.7;L
OF-2024-1540;VIS-001;86.3;86.3;piece
OF-2023-1541;ALU-001;12.3;9.2;m2
OF-2023-1541;VIS-001;194.0;144.9;piece
OF-2023-1541;FIL-001;3.7;2.8;bobine
OF-2023-1541;PEI-001;12.1;9.0;L
OF-2024-1542;BOIS-001;6.5;6.5;m3
OF-2024-1542;ALU-001;25.4;25.4;m2
OF-2024-1542;VIS-001;411.0;411.0;piece
OF-2024-1542;ETR-001;24.8;24.8;m
OF-2024-1542;PEI-001;31.2;31.2;L
OF-2024-1543;BOIS-001;3.0;2.9;m3
OF-2024-1543;RES-001;12.9;12.7;L
OF-2024-1543;VIS-001;186.2;182.6;piece
OF-2024-1543;PEI-001;24.5;24.0;L
OF-2026-1544;ALU-001;18.7;18.7;m2
OF-2026-1544;VIS-001;284.9;284.9;piece
OF-2026-1544;ETR-001;16.2;16.2;m
OF-2026-1544;PEI-001;13.2;13.2;L
OF-2023-1545;BOIS-002;7.5;7.5;m2
OF-2023-1545;ALU-001;23.3;23.3;m2
OF-2023-1545;CAR-001;5.8;5.8;m2
OF-2023-1545;VIS-001;467.5;467.5;piece
OF-2024-1546;CAR-001;3.4;3.4;m2
OF-2024-1546;VIS-001;125.9;125.9;piece
OF-2024-1546;FIL-001;4.5;4.5;bobine
OF-2024-1546;MAS-001;15.1;15.1;L
OF-2026-1547;BOIS-001;5.8;5.8;m3
OF-2026-1547;ALU-001;43.2;43.2;m2
OF-2026-1547;VIS-001;442.0;442.0;piece
OF-2026-1547;ETR-001;25.5;25.5;m
OF-2026-1547;PEI-001;33.7;33.7;L
OF-2024-1548;ALU-001;18.1;18.1;m2
OF-2024-1548;VIS-001;168.2;168.2;piece
OF-2024-1548;ETR-001;10.9;10.9;m
OF-2024-1548;PEI-001;14.2;14.2;L
OF-2025-1549;BOIS-002;6.8;4.3;m2
OF-2025-1549;ALU-001;10.8;6.8;m2
OF-2025-1549;VIS-001;164.9;103.2;piece
OF-2025-1549;MAS-001;11.6;7.3;L
OF-2024-1550;CAR-001;3.9;3.9;m2
OF-2024-1550;VIS-001;101.4;101.4;piece
OF-2024-1550;FIL-001;2.3;2.3;bobine
OF-2025-1551;BOIS-001;2.7;2.7;m3
OF-2025-1551;RES-001;6.4;6.4;L
OF-2025-1551;VIS-001;132.0;132.0;piece
OF-2025-1551;PEI-001;6.6;6.6;L
OF-2023-1552;BOIS-002;3.9;0.0;m2
OF-2023-1552;RES-001;7.6;0.0;L
OF-2023-1552;VIS-001;89.5;0.0;piece
OF-2024-1553;ALU-001;8.3;8.3;m2
OF-2024-1553;VIS-001;180.7;180.7;piece
OF-2024-1553;FIL-001;2.4;2.4;bobine
OF-2024-1553;PEI-001;12.4;12.4;L
OF-2024-1554;BOIS-001;5.9;5.9;m3
OF-2024-1554;ALU-001;25.9;25.9;m2
OF-2024-1554;VIS-001;464.5;464.5;piece
OF-2024-1554;ETR-001;25.4;25.4;m
OF-2024-1554;PEI-001;47.2;47.2;L
OF-2024-1555;BOIS-001;4.0;3.7;m3
OF-2024-1555;RES-001;8.1;7.5;L
OF-2024-1555;VIS-001;255.3;237.1;piece
OF-2024-1555;PEI-001;20.8;19.3;L
OF-2025-1556;ALU-001;16.4;16.4;m2
OF-2025-1556;VIS-001;359.4;359.4;piece
OF-2025-1556;ETR-001;10.9;10.9;m
OF-2025-1556;PEI-001;15.5;15.5;L
OF-2023-1557;BOIS-002;7.9;7.9;m2
OF-2023-1557;ALU-001;24.8;24.8;m2
OF-2023-1557;CAR-001;6.3;6.3;m2
OF-2023-1557;VIS-001;441.5;441.5;piece
OF-2024-1558;CAR-001;3.4;3.4;m2
OF-2024-1558;VIS-001;143.8;143.8;piece
OF-2024-1558;FIL-001;3.7;3.7;bobine
OF-2024-1558;MAS-001;11.5;11.5;L
OF-2024-1559;BOIS-001;6.9;6.9;m3
OF-2024-1559;ALU-001;45.6;45.6;m2
OF-2024-1559;VIS-001;401.0;401.0;piece
OF-2024-1559;ETR-001;19.5;19.5;m
OF-2024-1559;PEI-001;39.4;39.4;L
OF-2024-1560;ALU-001;12.7;12.7;m2
OF-2024-1560;VIS-001;147.9;147.9;piece
OF-2024-1560;ETR-001;14.1;14.1;m
OF-2024-1560;PEI-001;12.4;12.4;L
OF-2024-1561;BOIS-002;4.7;4.7;m2
OF-2024-1561;ALU-001;12.4;12.4;m2
OF-2024-1561;VIS-001;256.5;256.5;piece
OF-2024-1561;MAS-001;8.8;8.8;L
OF-2023-1562;CAR-001;3.8;3.8;m2
OF-2023-1562;VIS-001;102.5;102.5;piece
OF-2023-1562;FIL-001;3.0;3.0;bobine
OF-2024-1563;BOIS-001;2.3;2.3;m3
OF-2024-1563;RES-001;7.0;7.0;L
OF-2024-1563;VIS-001;122.1;122.1;piece
OF-2024-1563;PEI-001;9.6;9.6;L
OF-2023-1564;BOIS-002;4.1;3.5;m2
OF-2023-1564;RES-001;4.8;4.1;L
OF-2023-1564;VIS-001;109.5;92.5;piece
OF-2023-1565;ALU-001;12.7;2.0;m2
OF-2023-1565;VIS-001;119.2;18.5;piece
OF-2023-1565;FIL-001;3.2;0.5;bobine
OF-2023-1565;PEI-001;11.9;1.8;L
OF-2024-1566;BOIS-001;7.3;7.3;m3
OF-2024-1566;ALU-001;38.2;38.2;m2
OF-2024-1566;VIS-001;425.2;425.2;piece
OF-2024-1566;ETR-001;27.3;27.3;m
OF-2024-1566;PEI-001;49.8;49.8;L
OF-2023-1567;BOIS-001;3.4;3.4;m3
OF-2023-1567;RES-001;14.3;14.3;L
OF-2023-1567;VIS-001;163.8;163.8;piece
OF-2023-1567;PEI-001;16.2;16.2;L
OF-2026-1568;ALU-001;16.7;16.7;m2
OF-2026-1568;VIS-001;344.4;344.4;piece
OF-2026-1568;ETR-001;17.8;17.8;m
OF-2026-1568;PEI-001;10.2;10.2;L
OF-2024-1569;BOIS-002;6.1;6.1;m2
OF-2024-1569;ALU-001;27.4;27.4;m2
OF-2024-1569;CAR-001;5.0;5.0;m2
OF-2024-1569;VIS-001;403.8;403.8;piece
OF-2025-1570;CAR-001;4.0;4.0;m2
OF-2025-1570;VIS-001;129.2;129.2;piece
OF-2025-1570;FIL-001;4.1;4.1;bobine
OF-2025-1570;MAS-001;18.6;18.6;L
OF-2026-1571;BOIS-001;6.3;6.3;m3
OF-2026-1571;ALU-001;34.2;34.2;m2
OF-2026-1571;VIS-001;448.6;448.6;piece
OF-2026-1571;ETR-001;27.5;27.5;m
OF-2026-1571;PEI-001;34.9;34.9;L
OF-2023-1572;ALU-001;19.7;19.7;m2
OF-2023-1572;VIS-001;209.7;209.7;piece
OF-2023-1572;ETR-001;11.5;11.5;m
OF-2023-1572;PEI-001;13.9;13.9;L
OF-2023-1573;BOIS-002;4.2;4.2;m2
OF-2023-1573;ALU-001;14.0;14.0;m2
OF-2023-1573;VIS-001;210.0;210.0;piece
OF-2023-1573;MAS-001;8.1;8.1;L
OF-2024-1574;CAR-001;3.4;3.4;m2
OF-2024-1574;VIS-001;74.7;74.7;piece
OF-2024-1574;FIL-001;3.4;3.4;bobine
OF-2024-1575;BOIS-001;1.5;1.5;m3
OF-2024-1575;RES-001;6.6;6.6;L
OF-2024-1575;VIS-001;134.5;134.5;piece
OF-2024-1575;PEI-001;9.1;9.1;L
OF-2023-1576;BOIS-002;3.8;3.8;m2
OF-2023-1576;RES-001;4.2;4.2;L
OF-2023-1576;VIS-001;85.3;85.3;piece
OF-2024-1577;ALU-001;13.9;13.9;m2
OF-2024-1577;VIS-001;179.9;179.9;piece
OF-2024-1577;FIL-001;3.2;3.2;bobine
OF-2024-1577;PEI-001;14.2;14.2;L
OF-2026-1578;BOIS-001;5.7;5.7;m3
OF-2026-1578;ALU-001;30.0;30.0;m2
OF-2026-1578;VIS-001;446.4;446.4;piece
OF-2026-1578;ETR-001;32.6;32.6;m
OF-2026-1578;PEI-001;39.9;39.9;L
OF-2024-1579;BOIS-001;3.1;3.1;m3
OF-2024-1579;RES-001;10.4;10.4;L
OF-2024-1579;VIS-001;191.2;191.2;piece
OF-2024-1579;PEI-001;18.2;18.2;L
OF-2023-1580;ALU-001;26.7;26.7;m2
OF-2023-1580;VIS-001;392.8;392.8;piece
OF-2023-1580;ETR-001;19.2;19.2;m
OF-2023-1580;PEI-001;15.2;15.2;L
OF-2024-1581;BOIS-002;8.2;8.2;m2
OF-2024-1581;ALU-001;27.3;27.3;m2
OF-2024-1581;CAR-001;5.6;5.6;m2
OF-2024-1581;VIS-001;412.5;412.5;piece
OF-2024-1582;CAR-001;3.8;3.8;m2
OF-2024-1582;VIS-001;96.5;96.5;piece
OF-2024-1582;FIL-001;3.8;3.8;bobine
OF-2024-1582;MAS-001;13.6;13.6;L
OF-2024-1583;BOIS-001;6.2;6.2;m3
OF-2024-1583;ALU-001;48.9;48.9;m2
OF-2024-1583;VIS-001;416.4;416.4;piece
OF-2024-1583;ETR-001;20.9;20.9;m
OF-2024-1583;PEI-001;32.4;32.4;L
OF-2023-1584;ALU-001;13.1;13.1;m2
OF-2023-1584;VIS-001;163.3;163.3;piece
OF-2023-1584;ETR-001;15.1;15.1;m
OF-2023-1584;PEI-001;12.0;12.0;L
OF-2026-1585;BOIS-002;5.4;5.4;m2
OF-2026-1585;ALU-001;13.0;13.0;m2
OF-2026-1585;VIS-001;216.7;216.7;piece
OF-2026-1585;MAS-001;8.8;8.8;L
OF-2024-1586;CAR-001;2.4;2.4;m2
OF-2024-1586;VIS-001;66.8;66.8;piece
OF-2024-1586;FIL-001;2.6;2.6;bobine
OF-2024-1587;BOIS-001;2.1;0.0;m3
OF-2024-1587;RES-001;8.3;0.0;L
OF-2024-1587;VIS-001;88.2;0.0;piece
OF-2024-1587;PEI-001;8.3;0.0;L
OF-2023-1588;BOIS-002;4.5;4.5;m2
OF-2023-1588;RES-001;4.7;4.7;L
OF-2023-1588;VIS-001;104.9;104.9;piece
OF-2023-1589;ALU-001;10.7;10.7;m2
OF-2023-1589;VIS-001;135.1;135.1;piece
OF-2023-1589;FIL-001;2.8;2.8;bobine
OF-2023-1589;PEI-001;13.2;13.2;L
OF-2024-1590;BOIS-001;6.5;6.5;m3
OF-2024-1590;ALU-001;26.3;26.3;m2
OF-2024-1590;VIS-001;353.4;353.4;piece
OF-2024-1590;ETR-001;20.4;20.4;m
OF-2024-1590;PEI-001;35.8;35.8;L
OF-2024-1591;BOIS-001;3.7;1.7;m3
OF-2024-1591;RES-001;10.5;4.8;L
OF-2024-1591;VIS-001;211.5;96.3;piece
OF-2024-1591;PEI-001;19.2;8.7;L
OF-2023-1592;ALU-001;24.0;24.0;m2
OF-2023-1592;VIS-001;282.7;282.7;piece
OF-2023-1592;ETR-001;19.8;19.8;m
OF-2023-1592;PEI-001;11.5;11.5;L
OF-2024-1593;BOIS-002;9.6;9.6;m2
OF-2024-1593;ALU-001;30.3;30.3;m2
OF-2024-1593;CAR-001;6.8;6.8;m2
OF-2024-1593;VIS-001;430.3;430.3;piece
OF-2026-1594;CAR-001;5.0;5.0;m2
OF-2026-1594;VIS-001;141.2;141.2;piece
OF-2026-1594;FIL-001;5.8;5.8;bobine
OF-2026-1594;MAS-001;13.2;13.2;L
OF-2026-1595;BOIS-001;4.1;4.1;m3
OF-2026-1595;ALU-001;44.3;44.3;m2
OF-2026-1595;VIS-001;493.4;493.4;piece
OF-2026-1595;ETR-001;21.1;21.1;m
OF-2026-1595;PEI-001;38.8;38.8;L
OF-2025-1596;ALU-001;13.9;13.9;m2
OF-2025-1596;VIS-001;224.5;224.5;piece
OF-2025-1596;ETR-001;14.3;14.3;m
OF-2025-1596;PEI-001;14.0;14.0;L
OF-2023-1597;BOIS-002;4.8;4.8;m2
OF-2023-1597;ALU-001;17.5;17.5;m2
OF-2023-1597;VIS-001;211.6;211.6;piece
OF-2023-1597;MAS-001;11.2;11.2;L
OF-2023-1598;CAR-001;3.9;0.0;m2
OF-2023-1598;VIS-001;79.8;0.0;piece
OF-2023-1598;FIL-001;3.3;0.0;bobine
OF-2025-1599;BOIS-001;2.9;2.3;m3
OF-2025-1599;RES-001;7.5;6.0;L
OF-2025-1599;VIS-001;129.0;103.3;piece
OF-2025-1599;PEI-001;8.3;6.6;L
OF-2025-1600;BOIS-002;5.5;5.5;m2
OF-2025-1600;RES-001;6.8;6.8;L
OF-2025-1600;VIS-001;81.2;81.2;piece
OF-2025-1601;ALU-001;11.5;11.5;m2
OF-2025-1601;VIS-001;196.7;196.7;piece
OF-2025-1601;FIL-001;2.3;2.3;bobine
OF-2025-1601;PEI-001;14.8;14.8;L
OF-2023-1602;BOIS-001;6.4;3.7;m3
OF-2023-1602;ALU-001;34.9;20.0;m2
OF-2023-1602;VIS-001;356.9;205.0;piece
OF-2023-1602;ETR-001;31.3;18.0;m
OF-2023-1602;PEI-001;41.7;24.0;L
OF-2024-1603;BOIS-001;3.4;3.4;m3
OF-2024-1603;RES-001;11.9;11.9;L
OF-2024-1603;VIS-001;273.5;273.5;piece
OF-2024-1603;PEI-001;19.2;19.2;L
OF-2026-1604;ALU-001;16.4;0.0;m2
OF-2026-1604;VIS-001;202.6;0.0;piece
OF-2026-1604;ETR-001;15.6;0.0;m
OF-2026-1604;PEI-001;19.5;0.0;L
OF-2024-1605;BOIS-002;7.6;4.9;m2
OF-2024-1605;ALU-001;21.1;13.6;m2
OF-2024-1605;CAR-001;7.0;4.5;m2
OF-2024-1605;VIS-001;308.2;199.1;piece
OF-2024-1606;CAR-001;5.1;5.1;m2
OF-2024-1606;VIS-001;139.7;139.7;piece
OF-2024-1606;FIL-001;3.5;3.5;bobine
OF-2024-1606;MAS-001;17.1;17.1;L
OF-2024-1607;BOIS-001;6.4;6.4;m3
OF-2024-1607;ALU-001;47.7;47.7;m2
OF-2024-1607;VIS-001;573.0;573.0;piece
OF-2024-1607;ETR-001;18.0;18.0;m
OF-2024-1607;PEI-001;28.2;28.2;L
OF-2024-1608;ALU-001;18.6;14.0;m2
OF-2024-1608;VIS-001;194.6;146.9;piece
OF-2024-1608;ETR-001;12.4;9.4;m
OF-2024-1608;PEI-001;12.6;9.5;L
OF-2023-1609;BOIS-002;5.1;5.1;m2
OF-2023-1609;ALU-001;14.6;14.6;m2
OF-2023-1609;VIS-001;242.4;242.4;piece
OF-2023-1609;MAS-001;8.7;8.7;L
OF-2023-1610;CAR-001;3.7;3.7;m2
OF-2023-1610;VIS-001;111.9;111.9;piece
OF-2023-1610;FIL-001;3.9;3.9;bobine
OF-2023-1611;BOIS-001;2.9;0.0;m3
OF-2023-1611;RES-001;11.6;0.0;L
OF-2023-1611;VIS-001;119.0;0.0;piece
OF-2023-1611;PEI-001;9.5;0.0;L
OF-2023-1612;BOIS-002;5.8;5.8;m2
OF-2023-1612;RES-001;5.0;5.0;L
OF-2023-1612;VIS-001;82.9;82.9;piece
OF-2023-1613;ALU-001;8.4;8.4;m2
OF-2023-1613;VIS-001;157.7;157.7;piece
OF-2023-1613;FIL-001;3.1;3.1;bobine
OF-2023-1613;PEI-001;10.1;10.1;L
OF-2024-1614;BOIS-001;5.7;5.7;m3
OF-2024-1614;ALU-001;40.0;40.0;m2
OF-2024-1614;VIS-001;433.8;433.8;piece
OF-2024-1614;ETR-001;34.6;34.6;m
OF-2024-1614;PEI-001;41.2;41.2;L
OF-2026-1615;BOIS-001;3.1;3.1;m3
OF-2026-1615;RES-001;14.2;14.2;L
OF-2026-1615;VIS-001;244.9;244.9;piece
OF-2026-1615;PEI-001;18.4;18.4;L
OF-2024-1616;ALU-001;26.3;26.3;m2
OF-2024-1616;VIS-001;345.4;345.4;piece
OF-2024-1616;ETR-001;15.5;15.5;m
OF-2024-1616;PEI-001;10.3;10.3;L
OF-2024-1617;BOIS-002;8.5;8.5;m2
OF-2024-1617;ALU-001;30.0;30.0;m2
OF-2024-1617;CAR-001;5.6;5.6;m2
OF-2024-1617;VIS-001;303.9;303.9;piece
OF-2025-1618;CAR-001;5.5;5.5;m2
OF-2025-1618;VIS-001;125.3;125.3;piece
OF-2025-1618;FIL-001;4.1;4.1;bobine
OF-2025-1618;MAS-001;10.6;10.6;L
OF-2024-1619;BOIS-001;6.3;6.3;m3
OF-2024-1619;ALU-001;30.0;30.0;m2
OF-2024-1619;VIS-001;353.5;353.5;piece
OF-2024-1619;ETR-001;25.2;25.2;m
OF-2024-1619;PEI-001;36.2;36.2;L
OF-2023-1620;ALU-001;20.1;0.0;m2
OF-2023-1620;VIS-001;183.4;0.0;piece
OF-2023-1620;ETR-001;14.2;0.0;m
OF-2023-1620;PEI-001;11.7;0.0;L
OF-2025-1621;BOIS-002;4.1;0.7;m2
OF-2025-1621;ALU-001;18.0;3.2;m2
OF-2025-1621;VIS-001;253.3;45.4;piece
OF-2025-1621;MAS-001;12.9;2.3;L
OF-2024-1622;CAR-001;3.3;3.3;m2
OF-2024-1622;VIS-001;101.5;101.5;piece
OF-2024-1622;FIL-001;3.0;3.0;bobine
OF-2024-1623;BOIS-001;2.4;2.4;m3
OF-2024-1623;RES-001;8.1;8.1;L
OF-2024-1623;VIS-001;148.2;148.2;piece
OF-2024-1623;PEI-001;10.8;10.8;L
OF-2024-1624;BOIS-002;3.4;3.4;m2
OF-2024-1624;RES-001;5.9;5.9;L
OF-2024-1624;VIS-001;81.6;81.6;piece
OF-2024-1625;ALU-001;11.1;11.1;m2
OF-2024-1625;VIS-001;158.6;158.6;piece
OF-2024-1625;FIL-001;3.5;3.5;bobine
OF-2024-1625;PEI-001;12.0;12.0;L
OF-2023-1626;BOIS-001;7.3;7.3;m3
OF-2023-1626;ALU-001;36.3;36.3;m2
OF-2023-1626;VIS-001;312.2;312.2;piece
OF-2023-1626;ETR-001;26.6;26.6;m
OF-2023-1626;PEI-001;33.6;33.6;L
OF-2024-1627;BOIS-001;3.3;3.3;m3
OF-2024-1627;RES-001;14.3;14.3;L
OF-2024-1627;VIS-001;201.8;201.8;piece
OF-2024-1627;PEI-001;24.5;24.5;L
OF-2025-1628;ALU-001;24.2;24.2;m2
OF-2025-1628;VIS-001;343.1;343.1;piece
OF-2025-1628;ETR-001;10.3;10.3;m
OF-2025-1628;PEI-001;19.9;19.9;L
OF-2024-1629;BOIS-002;7.3;7.3;m2
OF-2024-1629;ALU-001;26.5;26.5;m2
OF-2024-1629;CAR-001;5.4;5.4;m2
OF-2024-1629;VIS-001;429.5;429.5;piece
OF-2024-1630;CAR-001;3.4;3.4;m2
OF-2024-1630;VIS-001;104.0;104.0;piece
OF-2024-1630;FIL-001;4.7;4.7;bobine
OF-2024-1630;MAS-001;14.8;14.8;L
OF-2023-1631;BOIS-001;5.2;5.2;m3
OF-2023-1631;ALU-001;48.5;48.5;m2
OF-2023-1631;VIS-001;452.0;452.0;piece
OF-2023-1631;ETR-001;29.0;29.0;m
OF-2023-1631;PEI-001;27.9;27.9;L
OF-2026-1632;ALU-001;13.3;13.3;m2
OF-2026-1632;VIS-001;189.3;189.3;piece
OF-2026-1632;ETR-001;10.8;10.8;m
OF-2026-1632;PEI-001;10.8;10.8;L
OF-2024-1633;BOIS-002;6.7;6.7;m2
OF-2024-1633;ALU-001;11.9;11.9;m2
OF-2024-1633;VIS-001;247.6;247.6;piece
OF-2024-1633;MAS-001;9.5;9.5;L
OF-2023-1634;CAR-001;2.0;2.0;m2
OF-2023-1634;VIS-001;101.6;101.6;piece
OF-2023-1634;FIL-001;2.6;2.6;bobine
OF-2024-1635;BOIS-001;1.5;1.5;m3
OF-2024-1635;RES-001;7.2;7.2;L
OF-2024-1635;VIS-001;98.7;98.7;piece
OF-2024-1635;PEI-001;10.6;10.6;L
OF-2023-1636;BOIS-002;4.2;2.8;m2
OF-2023-1636;RES-001;7.1;4.7;L
OF-2023-1636;VIS-001;64.9;43.3;piece
OF-2025-1637;ALU-001;9.5;7.1;m2
OF-2025-1637;VIS-001;110.1;82.6;piece
OF-2025-1637;FIL-001;3.6;2.7;bobine
OF-2025-1637;PEI-001;13.0;9.8;L
OF-2025-1638;BOIS-001;7.8;0.0;m3
OF-2025-1638;ALU-001;33.6;0.0;m2
OF-2025-1638;VIS-001;377.1;0.0;piece
OF-2025-1638;ETR-001;20.2;0.0;m
OF-2025-1638;PEI-001;49.5;0.0;L
OF-2025-1639;BOIS-001;2.6;2.6;m3
OF-2025-1639;RES-001;13.8;13.8;L
OF-2025-1639;VIS-001;171.6;171.6;piece
OF-2025-1639;PEI-001;18.7;18.7;L
OF-2024-1640;ALU-001;19.3;19.3;m2
OF-2024-1640;VIS-001;264.6;264.6;piece
OF-2024-1640;ETR-001;17.1;17.1;m
OF-2024-1640;PEI-001;16.3;16.3;L
OF-2026-1641;BOIS-002;8.5;8.5;m2
OF-2026-1641;ALU-001;23.9;23.9;m2
OF-2026-1641;CAR-001;7.8;7.8;m2
OF-2026-1641;VIS-001;405.2;405.2;piece
OF-2024-1642;CAR-001;4.4;3.2;m2
OF-2024-1642;VIS-001;143.7;105.9;piece
OF-2024-1642;FIL-001;4.4;3.2;bobine
OF-2024-1642;MAS-001;19.2;14.2;L
OF-2024-1643;BOIS-001;4.7;0.4;m3
OF-2024-1643;ALU-001;31.9;3.0;m2
OF-2024-1643;VIS-001;477.5;44.2;piece
OF-2024-1643;ETR-001;26.4;2.4;m
OF-2024-1643;PEI-001;37.4;3.5;L
OF-2025-1644;ALU-001;13.3;13.3;m2
OF-2025-1644;VIS-001;121.5;121.5;piece
OF-2025-1644;ETR-001;11.5;11.5;m
OF-2025-1644;PEI-001;14.1;14.1;L
OF-2025-1645;BOIS-002;6.6;0.0;m2
OF-2025-1645;ALU-001;12.2;0.0;m2
OF-2025-1645;VIS-001;188.7;0.0;piece
OF-2025-1645;MAS-001;10.9;0.0;L
OF-2023-1646;CAR-001;2.3;2.3;m2
OF-2023-1646;VIS-001;95.0;95.0;piece
OF-2023-1646;FIL-001;3.4;3.4;bobine
OF-2023-1647;BOIS-001;2.0;2.0;m3
OF-2023-1647;RES-001;11.1;11.1;L
OF-2023-1647;VIS-001;110.5;110.5;piece
OF-2023-1647;PEI-001;6.9;6.9;L
OF-2025-1648;BOIS-002;5.7;5.7;m2
OF-2025-1648;RES-001;5.8;5.8;L
OF-2025-1648;VIS-001;72.4;72.4;piece
OF-2025-1649;ALU-001;14.4;14.4;m2
OF-2025-1649;VIS-001;128.9;128.9;piece
OF-2025-1649;FIL-001;2.6;2.6;bobine
OF-2025-1649;PEI-001;11.9;11.9;L
OF-2025-1650;BOIS-001;7.3;7.3;m3
OF-2025-1650;ALU-001;34.8;34.8;m2
OF-2025-1650;VIS-001;339.7;339.7;piece
OF-2025-1650;ETR-001;27.0;27.0;m
OF-2025-1650;PEI-001;40.3;40.3;L
OF-2024-1651;BOIS-001;2.0;2.0;m3
OF-2024-1651;RES-001;9.0;9.0;L
OF-2024-1651;VIS-001;271.0;271.0;piece
OF-2024-1651;PEI-001;19.7;19.7;L
OF-2024-1652;ALU-001;25.2;25.2;m2
OF-2024-1652;VIS-001;394.6;394.6;piece
OF-2024-1652;ETR-001;13.5;13.5;m
OF-2024-1652;PEI-001;13.9;13.9;L
OF-2026-1653;BOIS-002;9.8;9.8;m2
OF-2026-1653;ALU-001;23.1;23.1;m2
OF-2026-1653;CAR-001;7.7;7.7;m2
OF-2026-1653;VIS-001;390.4;390.4;piece
OF-2024-1654;CAR-001;3.0;0.0;m2
OF-2024-1654;VIS-001;86.7;0.0;piece
OF-2024-1654;FIL-001;3.4;0.0;bobine
OF-2024-1654;MAS-001;16.0;0.0;L
OF-2024-1655;BOIS-001;6.2;6.2;m3
OF-2024-1655;ALU-001;44.5;44.5;m2
OF-2024-1655;VIS-001;536.9;536.9;piece
OF-2024-1655;ETR-001;18.1;18.1;m
OF-2024-1655;PEI-001;37.9;37.9;L
OF-2024-1656;ALU-001;19.7;19.7;m2
OF-2024-1656;VIS-001;192.5;192.5;piece
OF-2024-1656;ETR-001;12.6;12.6;m
OF-2024-1656;PEI-001;12.8;12.8;L
OF-2026-1657;BOIS-002;4.4;4.4;m2
OF-2026-1657;ALU-001;19.9;19.9;m2
OF-2026-1657;VIS-001;253.3;253.3;piece
OF-2026-1657;MAS-001;13.5;13.5;L
OF-2023-1658;CAR-001;3.8;0.0;m2
OF-2023-1658;VIS-001;77.6;0.0;piece
OF-2023-1658;FIL-001;3.9;0.0;bobine
OF-2025-1659;BOIS-001;1.9;0.0;m3
OF-2025-1659;RES-001;10.5;0.0;L
OF-2025-1659;VIS-001;145.2;0.0;piece
OF-2025-1659;PEI-001;10.3;0.0;L
OF-2025-1660;BOIS-002;5.7;5.7;m2
OF-2025-1660;RES-001;7.2;7.2;L
OF-2025-1660;VIS-001;101.3;101.3;piece
OF-2024-1661;ALU-001;8.9;8.9;m2
OF-2024-1661;VIS-001;194.3;194.3;piece
OF-2024-1661;FIL-001;2.1;2.1;bobine
OF-2024-1661;PEI-001;10.3;10.3;L
OF-2025-1662;BOIS-001;6.6;6.6;m3
OF-2025-1662;ALU-001;38.4;38.4;m2
OF-2025-1662;VIS-001;448.0;448.0;piece
OF-2025-1662;ETR-001;26.6;26.6;m
OF-2025-1662;PEI-001;41.9;41.9;L
OF-2024-1663;BOIS-001;2.7;2.7;m3
OF-2024-1663;RES-001;12.2;12.2;L
OF-2024-1663;VIS-001;210.5;210.5;piece
OF-2024-1663;PEI-001;18.2;18.2;L
OF-2024-1664;ALU-001;26.2;26.2;m2
OF-2024-1664;VIS-001;211.6;211.6;piece
OF-2024-1664;ETR-001;12.4;12.4;m
OF-2024-1664;PEI-001;15.1;15.1;L
OF-2025-1665;BOIS-002;9.7;9.7;m2
OF-2025-1665;ALU-001;24.5;24.5;m2
OF-2025-1665;CAR-001;7.5;7.5;m2
OF-2025-1665;VIS-001;371.7;371.7;piece
OF-2025-1666;CAR-001;3.6;0.0;m2
OF-2025-1666;VIS-001;87.1;0.0;piece
OF-2025-1666;FIL-001;4.1;0.0;bobine
OF-2025-1666;MAS-001;10.3;0.0;L
OF-2024-1667;BOIS-001;5.6;5.6;m3
OF-2024-1667;ALU-001;30.9;30.9;m2
OF-2024-1667;VIS-001;432.5;432.5;piece
OF-2024-1667;ETR-001;19.7;19.7;m
OF-2024-1667;PEI-001;34.3;34.3;L
OF-2025-1668;ALU-001;14.1;14.1;m2
OF-2025-1668;VIS-001;172.3;172.3;piece
OF-2025-1668;ETR-001;11.5;11.5;m
OF-2025-1668;PEI-001;11.2;11.2;L
OF-2023-1669;BOIS-002;4.3;0.0;m2
OF-2023-1669;ALU-001;11.8;0.0;m2
OF-2023-1669;VIS-001;255.6;0.0;piece
OF-2023-1669;MAS-001;8.3;0.0;L
OF-2024-1670;CAR-001;3.1;1.2;m2
OF-2024-1670;VIS-001;84.5;32.3;piece
OF-2024-1670;FIL-001;3.0;1.1;bobine
OF-2023-1671;BOIS-001;2.7;0.0;m3
OF-2023-1671;RES-001;7.8;0.0;L
OF-2023-1671;VIS-001;105.1;0.0;piece
OF-2023-1671;PEI-001;9.6;0.0;L
OF-2024-1672;BOIS-002;5.1;5.1;m2
OF-2024-1672;RES-001;6.6;6.6;L
OF-2024-1672;VIS-001;60.1;60.1;piece
OF-2024-1673;ALU-001;13.4;13.4;m2
OF-2024-1673;VIS-001;102.6;102.6;piece
OF-2024-1673;FIL-001;3.8;3.8;bobine
