num_ordre;num_commande;ref_bateau;date_creation;date_debut_prevue;date_fin_prevue;temps_production_estime_h;temps_production_reel_h;statut
OF-2024-0693;CMD-2025-0693;BAT-2024-0693;2024-11-07;2024-12-05;2025-01-29;445;445;TERMINE
OF-2024-0694;CMD-2024-0694;BAT-2024-0694;2025-03-20;2025-04-10;2025-05-24;353;353;TERMINE
OF-2024-0695;CMD-2023-0695;BAT-2024-0695;2025-04-17;2025-05-16;2025-07-27;576;89;EN_COURS
OF-2025-0696;CMD-2023-0696;BAT-2025-0696;2023-10-05;2023-10-12;2023-11-27;368;368;TERMINE
OF-2024-0697;CMD-2025-0697;BAT-2024-0697;2022-09-27;2022-10-27;2022-12-04;307;307;TERMINE
OF-2023-0698;CMD-2024-0698;BAT-2023-0698;2025-09-14;2025-09-24;2025-11-15;417;297;EN_COURS
OF-2023-0699;CMD-2024-0699;BAT-2023-0699;2023-01-09;2023-02-06;2023-04-14;541;541;TERMINE
OF-2024-0700;CMD-2025-0700;BAT-2024-0700;2025-04-26;2025-05-19;2025-07-06;391;0;TERMINE
OF-2024-0701;CMD-2025-0701;BAT-2024-0701;2023-11-30;2023-12-19;2024-02-26;552;552;TERMINE
OF-2024-0702;CMD-2023-0702;BAT-2024-0702;2023-02-24;2023-03-17;2023-05-27;574;574;TERMINE
OF-2025-0703;CMD-2025-0703;BAT-2025-0703;2025-11-29;2025-12-08;2026-01-12;284;199;EN_COURS
OF-2024-0704;CMD-2026-0704;BAT-2024-0704;2024-03-12;2024-03-19;2024-05-09;412;412;TERMINE
OF-2024-0705;CMD-2025-0705;BAT-2024-0705;2025-10-21;2025-11-14;2025-12-24;327;0;PLANIFIE
OF-2023-0706;CMD-2024-0706;BAT-2023-0706;2022-04-14;2022-05-08;2022-05-25;140;140;TERMINE
OF-2025-0707;CMD-2025-0707;BAT-2025-0707;2023-12-31;2024-01-17;2024-03-24;540;540;TERMINE
OF-2025-0708;CMD-2025-0708;BAT-2025-0708;2024-01-05;2024-01-27;2024-03-22;440;440;TERMINE
OF-2023-0709;CMD-2025-0709;BAT-2023-0709;2022-04-18;2022-05-07;2022-07-13;537;537;TERMINE
OF-2024-0710;CMD-2023-0710;BAT-2024-0710;2025-10-31;2025-11-08;2026-01-02;445;0;PLANIFIE
OF-2024-0711;CMD-2024-0711;BAT-2024-0711;2022-12-25;2023-01-09;2023-02-26;389;389;TERMINE
OF-2023-0712;CMD-2024-0712;BAT-2023-0712;2022-10-22;2022-11-04;2022-12-09;286;286;TERMINE
OF-2024-0713;CMD-2026-0713;BAT-2024-0713;2023-10-14;2023-11-05;2023-11-20;122;122;TERMINE
OF-2024-0714;CMD-2024-0714;BAT-2024-0714;2023-07-03;2023-07-14;2023-08-20;297;297;TERMINE
OF-2024-0715;CMD-2024-0715;BAT-2024-0715;2022-03-04;2022-03-30;2022-05-14;364;364;TERMINE
OF-2023-0716;CMD-2023-0716;BAT-2023-0716;2025-05-28;2025-06-19;2025-08-30;576;0;TERMINE
OF-2023-0717;CMD-2025-0717;BAT-2023-0717;2023-03-06;2023-03-24;2023-05-22;478;478;TERMINE
OF-2025-0718;CMD-2023-0718;BAT-2025-0718;2024-02-13;2024-03-13;2024-05-24;583;583;TERMINE
OF-2024-0719;CMD-2025-0719;BAT-2024-0719;2025-03-19;2025-04-03;2025-04-15;99;99;TERMINE
OF-2023-0720;CMD-2024-0720;BAT-2023-0720;2022-12-12;2023-01-10;2023-02-21;336;336;TERMINE
OF-2023-0721;CMD-2026-0721;BAT-2023-0721;2023-12-26;2024-01-18;2024-02-14;223;223;TERMINE
OF-2024-0722;CMD-2024-0722;BAT-2024-0722;2022-11-11;2022-11-19;2022-12-28;312;312;TERMINE
OF-2024-0723;CMD-2023-0723;BAT-2024-0723;2024-12-26;2025-01-15;2025-03-24;551;551;TERMINE
OF-2025-0724;CMD-2024-0724;BAT-2025-0724;2023-07-02;2023-07-30;2023-08-29;242;242;TERMINE
OF-2025-0725;CMD-2025-0725;BAT-2025-0725;2025-08-06;2025-08-29;2025-10-28;485;64;EN_COURS
OF-2025-0726;CMD-2024-0726;BAT-2025-0726;2022-03-05;2022-04-04;2022-05-30;449;449;TERMINE
OF-2024-0727;CMD-2024-0727;BAT-2024-0727;2022-07-22;2022-08-12;2022-09-15;277;277;TERMINE
OF-2023-0728;CMD-2024-0728;BAT-2023-0728;2024-01-31;2024-02-09;2024-03-01;172;172;TERMINE
OF-2025-0729;CMD-2025-0729;BAT-2025-0729;2023-11-28;2023-12-23;2024-02-10;399;399;TERMINE
OF-2024-0730;CMD-2023-0730;BAT-2024-0730;2023-04-28;2023-05-09;2023-07-16;551;551;TERMINE
OF-2023-0731;CMD-2024-0731;BAT-2023-0731;2022-11-07;2022-11-19;2022-12-28;313;313;TERMINE
OF-2025-0732;CMD-2026-0732;BAT-2025-0732;2023-10-10;2023-10-25;2023-12-31;538;538;TERMINE
OF-2025-0733;CMD-2023-0733;BAT-2025-0733;2025-12-11;2025-12-26;2026-01-14;152;0;TERMINE
OF-2023-0734;CMD-2024-0734;BAT-2023-0734;2024-07-15;2024-08-14;2024-09-19;295;295;TERMINE
OF-2026-0735;CMD-2023-0735;BAT-2026-0735;2025-05-18;2025-05-26;2025-07-13;389;271;EN_COURS
OF-2024-0736;CMD-2023-0736;BAT-2024-0736;2024-11-01;2024-11-16;2025-01-21;533;533;TERMINE
OF-2023-0737;CMD-2025-0737;BAT-2023-0737;2025-11-04;2025-11-26;2026-01-26;488;0;PLANIFIE
OF-2023-0738;CMD-2023-0738;BAT-2023-0738;2025-07-18;2025-08-04;2025-08-25;170;0;PLANIFIE
OF-2023-0739;CMD-2024-0739;BAT-2023-0739;2024-11-12;2024-11-23;2024-12-06;107;107;TERMINE
OF-2023-0740;CMD-2025-0740;BAT-2023-0740;2022-08-31;2022-09-08;2022-11-15;545;545;TERMINE
OF-2024-0741;CMD-2025-0741;BAT-2024-0741;2023-04-04;2023-04-19;2023-06-23;527;527;TERMINE
OF-2023-0742;CMD-2025-0742;BAT-2023-0742;2024-05-11;2024-06-02;2024-07-23;415;415;TERMINE
OF-2024-0743;CMD-2024-0743;BAT-2024-0743;2023-01-27;2023-02-13;2023-04-09;442;442;TERMINE
OF-2024-0744;CMD-2023-0744;BAT-2024-0744;2022-07-25;2022-08-11;2022-10-02;417;417;TERMINE
OF-2023-0745;CMD-2024-0745;BAT-2023-0745;2024-01-03;2024-01-14;2024-02-04;175;175;TERMINE
OF-2024-0746;CMD-2025-0746;BAT-2024-0746;2023-06-24;2023-07-02;2023-08-20;398;398;TERMINE
OF-2023-0747;CMD-2024-0747;BAT-2023-0747;2023-09-30;2023-10-09;2023-11-27;395;395;TERMINE
OF-2024-0748;CMD-2024-0748;BAT-2024-0748;2025-08-20;2025-09-06;2025-09-22;130;61;EN_COURS
OF-2025-0749;CMD-2023-0749;BAT-2025-0749;2024-12-29;2025-01-24;2025-02-12;156;156;TERMINE
OF-2023-0750;CMD-2024-0750;BAT-2023-0750;2022-10-19;2022-11-02;2022-12-20;389;389;TERMINE
OF-2024-0751;CMD-2025-0751;BAT-2024-0751;2022-02-20;2022-03-06;2022-05-09;513;513;TERMINE
OF-2024-0752;CMD-2023-0752;BAT-2024-0752;2025-06-09;2025-06-26;2025-09-05;571;520;EN_COURS
OF-2026-0753;CMD-2025-0753;BAT-2026-0753;2024-01-20;2024-02-10;2024-03-11;244;244;TERMINE
OF-2024-0754;CMD-2024-0754;BAT-2024-0754;2025-12-26;2026-01-03;2026-01-30;219;0;PLANIFIE
OF-2024-0755;CMD-2023-0755;BAT-2024-0755;2023-04-10;2023-04-24;2023-05-26;259;259;TERMINE
OF-2024-0756;CMD-2025-0756;BAT-2024-0756;2025-01-05;2025-01-19;2025-03-25;523;523;TERMINE
OF-2025-0757;CMD-2025-0757;BAT-2025-0757;2024-08-22;2024-09-20;2024-11-01;340;340;TERMINE
OF-2024-0758;CMD-2025-0758;BAT-2024-0758;2025-08-24;2025-09-02;2025-11-13;578;127;EN_COURS
OF-2024-0759;CMD-2025-0759;BAT-2024-0759;2022-12-06;2022-12-15;2023-01-06;176;176;TERMINE
OF-2023-0760;CMD-2024-0760;BAT-2023-0760;2023-04-12;2023-04-28;2023-06-12;360;360;TERMINE
OF-2024-0761;CMD-2025-0761;BAT-2024-0761;2025-02-25;2025-03-10;2025-05-21;578;578;TERMINE
OF-2024-0762;CMD-2023-0762;BAT-2024-0762;2025-01-02;2025-01-21;2025-03-08;375;375;TERMINE
OF-2025-0763;CMD-2025-0763;BAT-2025-0763;2022-03-02;2022-03-27;2022-05-25;473;473;TERMINE
OF-2023-0764;CMD-2024-0764;BAT-2023-0764;2025-05-13;2025-06-12;2025-08-09;466;0;TERMINE
OF-2025-0765;CMD-2024-0765;BAT-2025-0765;2023-05-08;2023-05-23;2023-06-24;258;258;TERMINE
OF-2024-0766;CMD-2025-0766;BAT-2024-0766;2023-07-05;2023-07-31;2023-08-15;120;120;TERMINE
OF-2024-0767;CMD-2025-0767;BAT-2024-0767;2024-05-12;2024-06-03;2024-07-28;446;446;TERMINE
OF-2024-0768;CMD-2025-0768;BAT-2024-0768;2024-04-06;2024-04-16;2024-05-31;360;360;TERMINE
OF-2023-0769;CMD-2024-0769;BAT-2023-0769;2024-07-26;2024-08-11;2024-10-10;484;484;TERMINE
OF-2023-0770;CMD-2024-0770;BAT-2023-0770;2022-08-14;2022-09-07;2022-11-05;472;472;TERMINE
OF-2025-0771;CMD-2023-0771;BAT-2025-0771;2025-08-09;2025-08-28;2025-10-19;422;308;EN_COURS
OF-2024-0772;CMD-2024-0772;BAT-2024-0772;2022-07-09;2022-07-25;2022-08-09;126;126;TERMINE
OF-2025-0773;CMD-2025-0773;BAT-2025-0773;2022-01-06;2022-01-18;2022-03-11;422;422;TERMINE
OF-2024-0774;CMD-2024-0774;BAT-2024-0774;2023-08-14;2023-09-11;2023-10-23;341;341;TERMINE
OF-2026-0775;CMD-2023-0775;BAT-2026-0775;2023-05-09;2023-05-23;2023-06-10;147;147;TERMINE
OF-2025-0776;CMD-2023-0776;BAT-2025-0776;2025-11-07;2025-11-29;2026-01-15;379;86;EN_COURS
OF-2026-0777;CMD-2024-0777;BAT-2026-0777;2025-04-22;2025-05-09;2025-06-15;298;0;PLANIFIE
OF-2024-0778;CMD-2024-0778;BAT-2024-0778;2023-05-15;2023-06-05;2023-08-17;587;587;TERMINE
OF-2025-0779;CMD-2023-0779;BAT-2025-0779;2024-10-25;2024-11-02;2024-11-19;141;141;TERMINE
OF-2023-0780;CMD-2023-0780;BAT-2023-0780;2023-10-27;2023-11-05;2023-11-23;146;146;TERMINE
OF-2023-0781;CMD-2024-0781;BAT-2023-0781;2024-09-22;2024-10-16;2024-11-04;159;159;TERMINE
OF-2025-0782;CMD-2024-0782;BAT-2025-0782;2023-09-09;2023-09-20;2023-11-11;418;418;TERMINE
OF-2023-0783;CMD-2025-0783;BAT-2023-0783;2022-10-20;2022-11-09;2022-12-14;282;282;TERMINE
OF-2024-0784;CMD-2025-0784;BAT-2024-0784;2022-01-26;2022-02-14;2022-02-28;114;114;TERMINE
OF-2025-0785;CMD-2025-0785;BAT-2025-0785;2023-11-18;2023-12-15;2024-02-05;423;423;TERMINE
OF-2023-0786;CMD-2023-0786;BAT-2023-0786;2022-07-16;2022-08-01;2022-08-30;237;237;TERMINE
OF-2024-0787;CMD-2023-0787;BAT-2024-0787;2022-02-09;2022-02-19;2022-04-21;491;491;TERMINE
OF-2024-0788;CMD-2024-0788;BAT-2024-0788;2022-10-07;2022-10-22;2022-11-05;118;118;TERMINE
OF-2024-0789;CMD-2024-0789;BAT-2024-0789;2022-04-07;2022-04-25;2022-06-22;466;466;TERMINE
OF-2023-0790;CMD-2024-0790;BAT-2023-0790;2022-06-04;2022-06-14;2022-07-20;292;292;TERMINE
OF-2024-0791;CMD-2024-0791;BAT-2024-0791;2024-01-15;2024-01-27;2024-03-25;467;467;TERMINE
OF-2025-0792;CMD-2026-0792;BAT-2025-0792;2025-10-23;2025-11-08;2025-12-30;421;120;EN_COURS
OF-2026-0793;CMD-2025-0793;BAT-2026-0793;2024-05-26;2024-06-02;2024-07-04;257;257;TERMINE
OF-2023-0794;CMD-2025-0794;BAT-2023-0794;2025-04-09;2025-04-27;2025-06-07;333;0;TERMINE
OF-2024-0795;CMD-2024-0795;BAT-2024-0795;2023-07-21;2023-08-18;2023-10-13;449;449;TERMINE
OF-2023-0796;CMD-2025-0796;BAT-2023-0796;2023-11-17;2023-12-16;2024-01-17;261;261;TERMINE
OF-2023-0797;CMD-2024-0797;BAT-2023-0797;2023-07-02;2023-07-24;2023-09-21;479;479;TERMINE
OF-2025-0798;CMD-2024-0798;BAT-2025-0798;2024-05-02;2024-05-18;2024-06-10;187;187;TERMINE
OF-2025-0799;CMD-2023-0799;BAT-2025-0799;2022-11-23;2022-12-09;2023-02-13;532;532;TERMINE
OF-2025-0800;CMD-2025-0800;BAT-2025-0800;2023-03-03;2023-03-27;2023-05-28;497;497;TERMINE
OF-2024-0801;CMD-2025-0801;BAT-2024-0801;2022-11-12;2022-11-28;2023-01-02;287;287;TERMINE
OF-2023-0802;CMD-2023-0802;BAT-2023-0802;2022-11-17;2022-12-14;2023-02-20;548;548;TERMINE
OF-2024-0803;CMD-2023-0803;BAT-2024-0803;2023-03-12;2023-04-09;2023-05-25;373;373;TERMINE
OF-2023-0804;CMD-2026-0804;BAT-2023-0804;2024-03-16;2024-04-15;2024-05-13;230;230;TERMINE
OF-2023-0805;CMD-2024-0805;BAT-2023-0805;2024-04-30;2024-05-10;2024-07-04;442;442;TERMINE
OF-2024-0806;CMD-2026-0806;BAT-2024-0806;2025-11-23;2025-12-14;2026-01-04;170;0;PLANIFIE
OF-2024-0807;CMD-2024-0807;BAT-2024-0807;2024-02-17;2024-02-25;2024-05-05;562;562;TERMINE
OF-2025-0808;CMD-2025-0808;BAT-2025-0808;2024-09-14;2024-10-08;2024-10-20;99;99;TERMINE
OF-2024-0809;CMD-2025-0809;BAT-2024-0809;2022-09-08;2022-09-24;2022-11-23;487;487;TERMINE
OF-2025-0810;CMD-2023-0810;BAT-2025-0810;2025-08-08;2025-08-23;2025-09-20;227;109;EN_COURS
OF-2023-0811;CMD-2026-0811;BAT-2023-0811;2024-07-31;2024-08-11;2024-09-28;387;387;TERMINE
OF-2023-0812;CMD-2025-0812;BAT-2023-0812;2025-09-29;2025-10-09;2025-11-11;265;0;TERMINE
OF-2025-0813;CMD-2025-0813;BAT-2025-0813;2024-07-13;2024-08-10;2024-08-23;106;106;TERMINE
OF-2023-0814;CMD-2025-0814;BAT-2023-0814;2022-03-09;2022-03-19;2022-05-17;478;478;TERMINE
OF-2024-0815;CMD-2026-0815;BAT-2024-0815;2025-03-08;2025-04-03;2025-05-17;358;358;TERMINE
OF-2026-0816;CMD-2023-0816;BAT-2026-0816;2025-09-25;2025-10-15;2025-12-25;573;290;EN_COURS
OF-2024-0817;CMD-2025-0817;BAT-2024-0817;2022-07-01;2022-07-31;2022-08-17;143;143;TERMINE
OF-2024-0818;CMD-2024-0818;BAT-2024-0818;2025-01-19;2025-01-28;2025-02-20;186;186;TERMINE
OF-2023-0819;CMD-2025-0819;BAT-2023-0819;2022-02-21;2022-03-01;2022-04-19;399;399;TERMINE
OF-2025-0820;CMD-2025-0820;BAT-2025-0820;2024-05-04;2024-05-14;2024-07-14;493;493;TERMINE
OF-2023-0821;CMD-2025-0821;BAT-2023-0821;2023-05-20;2023-06-05;2023-07-03;227;227;TERMINE
OF-2025-0822;CMD-2024-0822;BAT-2025-0822;2023-09-12;2023-10-06;2023-11-18;347;347;TERMINE
OF-2023-0823;CMD-2025-0823;BAT-2023-0823;2024-09-21;2024-10-16;2024-11-07;182;182;TERMINE
OF-2023-0824;CMD-2024-0824;BAT-2023-0824;2025-12-08;2025-12-17;2026-02-28;587;0;PLANIFIE
OF-2024-0825;CMD-2025-0825;BAT-2024-0825;2022-02-03;2022-02-14;2022-04-03;390;390;TERMINE
OF-2023-0826;CMD-2025-0826;BAT-2023-0826;2023-08-16;2023-08-25;2023-09-19;202;202;TERMINE
OF-2026-0827;CMD-2023-0827;BAT-2026-0827;2025-11-28;2025-12-07;2026-01-13;298;0;TERMINE
OF-2023-0828;CMD-2025-0828;BAT-2023-0828;2023-05-05;2023-05-29;2023-06-18;161;161;TERMINE
OF-2025-0829;CMD-2024-0829;BAT-2025-0829;2022-09-08;2022-10-03;2022-11-18;373;373;TERMINE
OF-2023-0830;CMD-2024-0830;BAT-2023-0830;2025-12-25;2026-01-08;2026-01-28;164;65;EN_COURS
OF-2024-0831;CMD-2023-0831;BAT-2024-0831;2024-03-06;2024-03-15;2024-05-16;496;496;TERMINE
OF-2026-0832;CMD-2024-0832;BAT-2026-0832;2023-10-01;2023-10-10;2023-10-20;82;82;TERMINE
OF-2023-0833;CMD-2026-0833;BAT-2023-0833;2025-12-20;2026-01-10;2026-02-24;362;228;EN_COURS
OF-2024-0834;CMD-2024-0834;BAT-2024-0834;2022-04-30;2022-05-07;2022-07-03;458;458;TERMINE
OF-2025-0835;CMD-2025-0835;BAT-2025-0835;2023-03-03;2023-03-21;2023-05-16;452;452;TERMINE
OF-2023-0836;CMD-2025-0836;BAT-2023-0836;2024-07-22;2024-08-02;2024-09-30;479;479;TERMINE
OF-2025-0837;CMD-2026-0837;BAT-2025-0837;2022-01-17;2022-02-08;2022-02-20;103;103;TERMINE
OF-2024-0838;CMD-2023-0838;BAT-2024-0838;2022-01-11;2022-01-30;2022-04-03;511;511;TERMINE
OF-2023-0839;CMD-2024-0839;BAT-2023-0839;2022-01-11;2022-01-18;2022-03-21;501;501;TERMINE
OF-2026-0840;CMD-2025-0840;BAT-2026-0840;2022-10-05;2022-10-29;2022-11-26;224;224;TERMINE
OF-2025-0841;CMD-2025-0841;BAT-2025-0841;2025-09-12;2025-09-24;2025-10-21;223;46;EN_COURS
OF-2024-0842;CMD-2024-0842;BAT-2024-0842;2024-08-22;2024-09-08;2024-10-07;239;239;TERMINE
OF-2023-0843;CMD-2025-0843;BAT-2023-0843;2022-01-03;2022-01-18;2022-02-08;174;174;TERMINE
OF-2024-0844;CMD-2023-0844;BAT-2024-0844;2024-02-03;2024-02-13;2024-03-08;198;198;TERMINE
OF-2025-0845;CMD-2024-0845;BAT-2025-0845;2023-02-02;2023-02-19;2023-04-26;533;533;TERMINE
OF-2023-0846;CMD-2023-0846;BAT-2023-0846;2024-06-13;2024-06-29;2024-07-24;200;200;TERMINE
OF-2023-0847;CMD-2026-0847;BAT-2023-0847;2022-09-19;2022-10-13;2022-10-25;97;97;TERMINE
OF-2025-0848;CMD-2025-0848;BAT-2025-0848;2023-05-12;2023-05-28;2023-06-16;159;159;TERMINE
OF-2023-0849;CMD-2026-0849;BAT-2023-0849;2025-09-05;2025-09-20;2025-11-05;374;0;TERMINE
OF-2024-0850;CMD-2024-0850;BAT-2024-0850;2025-02-01;2025-02-09;2025-03-13;259;259;TERMINE
OF-2025-0851;CMD-2026-0851;BAT-2025-0851;2023-03-31;2023-04-18;2023-06-30;589;589;TERMINE
OF-2023-0852;CMD-2024-0852;BAT-2023-0852;2023-03-31;2023-04-28;2023-07-03;535;535;TERMINE
OF-2023-0853;CMD-2023-0853;BAT-2023-0853;2023-10-16;2023-11-02;2023-12-23;410;410;TERMINE
OF-2023-0854;CMD-2024-0854;BAT-2023-0854;2025-01-20;2025-02-04;2025-03-09;271;271;TERMINE
OF-2023-0855;CMD-2024-0855;BAT-2023-0855;2025-11-13;2025-11-29;2026-01-23;447;276;EN_COURS
OF-2023-0856;CMD-2026-0856;BAT-2023-0856;2024-03-06;2024-03-23;2024-05-25;510;510;TERMINE
OF-2026-0857;CMD-2023-0857;BAT-2026-0857;2022-03-30;2022-04-08;2022-06-08;488;488;TERMINE
OF-2023-0858;CMD-2024-0858;BAT-2023-0858;2023-09-05;2023-09-30;2023-10-17;139;139;TERMINE
OF-2024-0859;CMD-2026-0859;BAT-2024-0859;2025-08-04;2025-08-30;2025-10-29;487;147;EN_COURS
OF-2025-0860;CMD-2025-0860;BAT-2025-0860;2022-01-19;2022-02-12;2022-03-30;368;368;TERMINE
OF-2023-0861;CMD-2025-0861;BAT-2023-0861;2022-03-07;2022-03-22;2022-04-11;161;161;TERMINE
OF-2025-0862;CMD-2023-0862;BAT-2025-0862;2025-05-14;2025-05-24;2025-07-14;415;171;EN_COURS
OF-2024-0863;CMD-2025-0863;BAT-2024-0863;2024-10-18;2024-11-12;2025-01-09;467;467;TERMINE
OF-2024-0864;CMD-2025-0864;BAT-2024-0864;2025-09-07;2025-09-18;2025-11-10;426;193;EN_COURS
OF-2024-0865;CMD-2023-0865;BAT-2024-0865;2024-12-11;2024-12-30;2025-02-06;311;311;TERMINE
OF-2024-0866;CMD-2025-0866;BAT-2024-0866;2025-11-14;2025-12-10;2025-12-31;172;0;TERMINE
OF-2024-0867;CMD-2025-0867;BAT-2024-0867;2022-09-26;2022-10-03;2022-11-20;389;389;TERMINE
OF-2025-0868;CMD-2023-0868;BAT-2025-0868;2025-11-02;2025-11-16;2025-12-18;260;0;TERMINE
OF-2023-0869;CMD-2023-0869;BAT-2023-0869;2024-03-22;2024-04-05;2024-05-01;209;209;TERMINE
OF-2024-0870;CMD-2024-0870;BAT-2024-0870;2024-10-21;2024-10-29;2024-12-16;389;389;TERMINE
OF-2024-0871;CMD-2024-0871;BAT-2024-0871;2025-08-09;2025-08-23;2025-09-29;296;125;EN_COURS
OF-2023-0872;CMD-2025-0872;BAT-2023-0872;2023-01-12;2023-02-10;2023-04-04;429;429;TERMINE
OF-2024-0873;CMD-2025-0873;BAT-2024-0873;2025-12-04;2025-12-26;2026-01-13;145;100;EN_COURS
OF-2024-0874;CMD-2025-0874;BAT-2024-0874;2023-04-10;2023-04-17;2023-06-02;372;372;TERMINE
OF-2025-0875;CMD-2024-0875;BAT-2025-0875;2025-08-26;2025-09-22;2025-11-30;559;0;TERMINE
OF-2024-0876;CMD-2024-0876;BAT-2024-0876;2023-05-17;2023-06-07;2023-06-18;93;93;TERMINE
OF-2023-0877;CMD-2024-0877;BAT-2023-0877;2022-06-14;2022-07-12;2022-09-17;542;542;TERMINE
OF-2024-0878;CMD-2024-0878;BAT-2024-0878;2025-09-11;2025-10-03;2025-12-05;508;0;PLANIFIE
OF-2023-0879;CMD-2023-0879;BAT-2023-0879;2025-12-05;2026-01-01;2026-02-21;408;0;TERMINE
OF-2023-0880;CMD-2023-0880;BAT-2023-0880;2022-11-16;2022-11-27;2023-01-07;331;331;TERMINE
OF-2026-0881;CMD-2025-0881;BAT-2026-0881;2022-02-19;2022-03-10;2022-05-20;569;569;TERMINE
OF-2023-0882;CMD-2023-0882;BAT-2023-0882;2025-01-09;2025-01-27;2025-02-25;239;239;TERMINE
OF-2025-0883;CMD-2025-0883;BAT-2025-0883;2024-04-28;2024-05-12;2024-07-24;589;589;TERMINE
OF-2023-0884;CMD-2023-0884;BAT-2023-0884;2022-03-01;2022-03-31;2022-05-11;330;330;TERMINE
OF-2024-0885;CMD-2025-0885;BAT-2024-0885;2023-05-14;2023-06-12;2023-07-01;154;154;TERMINE
OF-2025-0886;CMD-2025-0886;BAT-2025-0886;2024-02-18;2024-03-15;2024-04-20;293;293;TERMINE
OF-2026-0887;CMD-2023-0887;BAT-2026-0887;2025-09-11;2025-10-05;2025-11-09;286;0;TERMINE
OF-2024-0888;CMD-2025-0888;BAT-2024-0888;2022-03-26;2022-04-05;2022-04-27;180;180;TERMINE
OF-2025-0889;CMD-2024-0889;BAT-2025-0889;2024-03-15;2024-03-31;2024-05-03;268;268;TERMINE
OF-2023-0890;CMD-2024-0890;BAT-2023-0890;2022-10-23;2022-11-14;2022-12-17;267;267;TERMINE
OF-2024-0891;CMD-2023-0891;BAT-2024-0891;2024-09-28;2024-10-16;2024-12-15;481;481;TERMINE
OF-2026-0892;CMD-2025-0892;BAT-2026-0892;2024-11-13;2024-11-29;2025-02-01;516;516;TERMINE
OF-2025-0893;CMD-2025-0893;BAT-2025-0893;2022-09-04;2022-09-11;2022-10-30;394;394;TERMINE
OF-2025-0894;CMD-2023-0894;BAT-2025-0894;2023-11-01;2023-11-20;2024-01-11;421;421;TERMINE
OF-2025-0895;CMD-2024-0895;BAT-2025-0895;2025-12-27;2026-01-18;2026-02-19;263;199;EN_COURS
OF-2024-0896;CMD-2025-0896;BAT-2024-0896;2025-11-03;2025-11-18;2025-12-15;221;0;PLANIFIE
OF-2025-0897;CMD-2025-0897;BAT-2025-0897;2022-01-09;2022-01-21;2022-02-18;230;230;TERMINE
OF-2023-0898;CMD-2025-0898;BAT-2023-0898;2023-08-11;2023-08-29;2023-11-10;584;584;TERMINE
OF-2023-0899;CMD-2023-0899;BAT-2023-0899;2024-07-28;2024-08-04;2024-09-09;288;288;TERMINE
OF-2024-0900;CMD-2024-0900;BAT-2024-0900;2023-05-13;2023-05-26;2023-07-31;535;535;TERMINE
OF-2023-0901;CMD-2024-0901;BAT-2023-0901;2026-01-09;2026-01-28;2026-04-10;579;0;TERMINE
OF-2024-0902;CMD-2025-0902;BAT-2024-0902;2025-10-06;2025-10-17;2025-12-20;516;12;EN_COURS
OF-2024-0903;CMD-2023-0903;BAT-2024-0903;2022-02-25;2022-03-05;2022-04-21;379;379;TERMINE
OF-2024-0904;CMD-2026-0904;BAT-2024-0904;2023-02-24;2023-03-09;2023-05-12;513;513;TERMINE
OF-2024-0905;CMD-2026-0905;BAT-2024-0905;2025-11-16;2025-12-10;2026-02-09;495;0;TERMINE
OF-2025-0906;CMD-2025-0906;BAT-2025-0906;2025-08-03;2025-08-31;2025-10-12;339;232;EN_COURS
OF-2024-0907;CMD-2024-0907;BAT-2024-0907;2025-03-09;2025-04-07;2025-04-23;133;133;TERMINE
OF-2023-0908;CMD-2023-0908;BAT-2023-0908;2025-02-28;2025-03-13;2025-05-09;463;463;TERMINE
OF-2025-0909;CMD-2024-0909;BAT-2025-0909;2023-08-21;2023-09-09;2023-10-03;192;192;TERMINE
OF-2023-0910;CMD-2025-0910;BAT-2023-0910;2025-01-12;2025-01-20;2025-02-26;301;301;TERMINE
OF-2024-0911;CMD-2025-0911;BAT-2024-0911;2022-05-11;2022-05-29;2022-07-29;495;495;TERMINE
OF-2023-0912;CMD-2024-0912;BAT-2023-0912;2023-07-17;2023-08-09;2023-09-15;302;302;TERMINE
OF-2023-0913;CMD-2024-0913;BAT-2023-0913;2022-07-31;2022-08-19;2022-10-08;405;405;TERMINE
OF-2024-0914;CMD-2025-0914;BAT-2024-0914;2022-03-15;2022-03-24;2022-04-07;118;118;TERMINE
OF-2025-0915;CMD-2025-0915;BAT-2025-0915;2025-05-26;2025-06-18;2025-07-24;289;0;TERMINE
OF-2025-0916;CMD-2023-0916;BAT-2025-0916;2024-05-18;2024-06-10;2024-08-13;512;512;TERMINE
OF-2025-0917;CMD-2023-0917;BAT-2025-0917;2024-06-17;2024-07-05;2024-08-09;286;286;TERMINE
OF-2023-0918;CMD-2025-0918;BAT-2023-0918;2023-11-13;2023-12-07;2024-01-12;292;292;TERMINE
OF-2026-0919;CMD-2024-0919;BAT-2026-0919;2025-12-16;2025-12-27;2026-02-22;458;196;EN_COURS
OF-2024-0920;CMD-2024-0920;BAT-2024-0920;2023-08-02;2023-08-14;2023-10-12;477;477;TERMINE
OF-2025-0921;CMD-2024-0921;BAT-2025-0921;2025-02-19;2025-02-27;2025-03-17;148;148;TERMINE
OF-2024-0922;CMD-2023-0922;BAT-2024-0922;2022-01-09;2022-01-22;2022-02-01;86;86;TERMINE
OF-2024-0923;CMD-2025-0923;BAT-2024-0923;2024-09-07;2024-09-26;2024-11-30;520;520;TERMINE
